entry_date,exit_date,side,strike,qty,entry_price,exit_price,holding_days,entry_reason,exit_reason,realized_pnl
2023-08-17,2023-08-24,SHORT_VOL,19350,50,1125.5078987889756,521.8245377924959,7,IV above RV forecast,max holding period,30123.805166606966
2023-08-29,2023-08-30,SHORT_VOL,19350,50,880.614894254606,482.3742100187137,1,IV above RV forecast,vol spread mean reversion,19796.990996518718
2023-09-25,2023-09-28,SHORT_VOL,19650,50,1432.3086027348381,551.5589172395248,3,IV above RV forecast,vol spread mean reversion,43167.36252405077
2023-10-04,2023-10-11,SHORT_VOL,19450,50,1094.6997271026594,1020.075302166123,7,IV above RV forecast,max holding period,4977.331294916934
2023-10-11,2023-10-12,SHORT_VOL,19800,50,1189.0969736028092,606.2496315672288,1,IV above RV forecast,vol spread mean reversion,28895.351844307464
2023-10-26,2023-11-01,LONG_VOL,18850,50,355.9059158218879,555.8197765473378,6,IV below RV forecast,vol spread mean reversion,8579.236396498598
2023-11-02,2023-11-09,LONG_VOL,19150,50,357.41963327340363,595.5075707849464,7,IV below RV forecast,vol spread mean reversion,9798.719927310802
2023-11-17,2023-11-24,LONG_VOL,19750,50,378.74112053898534,389.7375607566155,7,IV below RV forecast,vol spread mean reversion,-23.345288612897143
2023-12-01,2023-12-08,SHORT_VOL,20250,50,812.8897599577758,928.3616019167553,7,IV above RV forecast,max holding period,-1975.491345053011
2023-12-11,2023-12-14,SHORT_VOL,21000,50,943.9488753181213,576.3910091475982,3,IV above RV forecast,vol spread mean reversion,19071.56734071961
2023-12-22,2023-12-29,SHORT_VOL,21350,50,1054.3958051855807,713.3713428015408,7,IV above RV forecast,vol spread mean reversion,18573.15987633663
2024-01-01,2024-01-08,SHORT_VOL,21750,50,1213.7115674576798,1237.3418770714907,7,IV above RV forecast,max holding period,-2321.955202347659
2024-01-08,2024-01-10,SHORT_VOL,21500,50,1499.8287405710525,692.1263323691583,2,IV above RV forecast,vol spread mean reversion,40637.41796742043
2024-01-17,2024-01-24,SHORT_VOL,21550,50,1447.734424736229,943.1601904454528,7,IV above RV forecast,max holding period,24476.94717855886
2024-01-30,2024-02-06,SHORT_VOL,21500,50,1517.7676164871464,544.461218297014,7,IV above RV forecast,max holding period,50293.71511117776
2024-02-06,2024-02-13,LONG_VOL,21950,50,409.46971645670055,1474.2922914988158,7,IV below RV forecast,max holding period,54418.49520068889
2024-02-13,2024-02-20,SHORT_VOL,21750,50,1792.7491114764198,911.3714888039067,7,IV above RV forecast,vol spread mean reversion,45586.15153101367
2024-02-21,2024-02-28,LONG_VOL,22050,50,415.6708369610842,424.16695699760385,7,IV below RV forecast,max holding period,1256.2079787456742
2024-02-29,2024-03-04,SHORT_VOL,22000,50,1312.2555161572836,905.5048786493398,4,IV above RV forecast,vol spread mean reversion,21717.37662461208
2024-05-16,2024-05-23,SHORT_VOL,22400,50,1288.4024193594814,666.9935324743792,7,IV above RV forecast,max holding period,33304.509156994216
2024-05-27,2024-06-03,SHORT_VOL,22950,50,1227.719093335707,1539.8492986294004,7,IV above RV forecast,max holding period,-14573.55672431417
2024-06-03,2024-06-07,SHORT_VOL,23250,50,1859.7738768063045,2874.1333414408673,4,IV above RV forecast,stop loss,-51001.547445872515
2024-06-07,2024-06-11,SHORT_VOL,23300,50,3194.4888975563754,1589.1043352635425,4,IV above RV forecast,vol spread mean reversion,79755.07732568232
2024-06-26,2024-06-27,LONG_VOL,23850,50,1026.015458647391,1777.7639060505135,1,IV below RV forecast,vol spread mean reversion,36385.25009343465
2024-07-01,2024-07-08,LONG_VOL,24150,50,991.2225040622652,417.7161487145968,7,IV below RV forecast,vol spread mean reversion,-29654.322488107875
2024-08-08,2024-08-16,LONG_VOL,24100,50,456.5668846181725,869.1759717543164,8,IV below RV forecast,max holding period,16104.42636609059
2024-08-26,2024-08-27,LONG_VOL,25000,50,472.2146754653386,947.5610658343921,1,IV below RV forecast,vol spread mean reversion,23493.87870838904
2024-08-30,2024-09-02,SHORT_VOL,25250,50,1754.1605792739629,893.256307411908,3,IV above RV forecast,vol spread mean reversion,42969.77905815715
2024-09-03,2024-09-10,SHORT_VOL,25300,50,1669.716484074046,403.4639184652915,7,IV above RV forecast,max holding period,62243.674276355334
2024-09-16,2024-09-23,SHORT_VOL,25400,50,1102.8724112007294,668.4700179864108,7,IV above RV forecast,max holding period,23916.83776029389
2024-10-01,2024-10-07,SHORT_VOL,25800,50,1711.2771183148543,1137.6062301989214,6,IV above RV forecast,vol spread mean reversion,24432.295121216663
2024-10-11,2024-10-18,SHORT_VOL,24950,50,1513.7106563471898,628.7233099851164,7,IV above RV forecast,max holding period,43556.26891364553
2024-10-28,2024-10-31,SHORT_VOL,24350,50,1517.7332913258924,780.1293412975829,3,IV above RV forecast,vol spread mean reversion,36151.47433850021
2024-11-12,2024-11-19,LONG_VOL,23900,50,446.74474350234595,970.6405419250914,7,IV below RV forecast,max holding period,28878.905001415387
2024-11-22,2024-11-29,SHORT_VOL,23900,50,1792.5050194419618,442.6597088103954,7,IV above RV forecast,max holding period,68206.88248231878
2024-11-29,2024-12-05,LONG_VOL,24150,50,451.0794249859937,1107.8672684985995,6,IV below RV forecast,vol spread mean reversion,28203.724473789272
2024-12-13,2024-12-20,LONG_VOL,24750,50,469.05327065270467,1283.780400102722,7,IV below RV forecast,max holding period,52619.64099474528
2024-12-23,2024-12-30,LONG_VOL,23750,50,447.3463314832152,932.9258520412222,7,IV below RV forecast,max holding period,25093.233147689665
2025-01-07,2025-01-14,SHORT_VOL,23700,50,1655.699554495597,1145.5373531956102,7,IV above RV forecast,max holding period,23041.972758998745
2025-02-05,2025-02-12,LONG_VOL,23700,50,445.1176302105978,709.2539407761114,7,IV below RV forecast,max holding period,18739.516766844994
2025-03-03,2025-03-10,SHORT_VOL,22100,50,1322.2943842379918,639.8996248100439,7,IV above RV forecast,max holding period,35503.87324203555
2025-03-25,2025-03-27,LONG_VOL,23650,50,448.44603505495616,897.4575404326733,2,IV below RV forecast,vol spread mean reversion,23045.06483900822
2025-03-28,2025-04-01,LONG_VOL,23500,50,481.42520575008166,794.8235771545114,4,IV below RV forecast,vol spread mean reversion,18905.206224271238
2025-04-02,2025-04-09,LONG_VOL,23350,50,436.23316299606086,1545.934678821066,7,IV below RV forecast,max holding period,62490.85576016928
2025-04-09,2025-04-16,SHORT_VOL,22400,50,1647.5661842260706,1479.1351051631027,7,IV above RV forecast,max holding period,12281.145569410335
2025-04-22,2025-04-23,SHORT_VOL,24150,50,2021.922445191305,1371.218145379633,1,IV above RV forecast,vol spread mean reversion,32927.84138695965
2025-04-24,2025-04-30,SHORT_VOL,24250,50,1875.8746201269187,1182.3221289943576,6,IV above RV forecast,vol spread mean reversion,34753.860003632864
2025-05-02,2025-05-09,SHORT_VOL,24350,50,2018.3610545777628,421.267078282227,7,IV above RV forecast,max holding period,78301.14587461861
2025-05-09,2025-05-16,LONG_VOL,24000,50,452.90594271052396,1496.4550971660801,7,IV below RV forecast,max holding period,42244.50209961042
2025-05-19,2025-05-21,SHORT_VOL,24950,50,1935.9823798862908,1200.2926225222054,2,IV above RV forecast,vol spread mean reversion,35994.26334937455
2025-05-28,2025-06-04,LONG_VOL,24750,50,515.1402996349661,897.2586064534644,7,IV below RV forecast,max holding period,20025.597095358364
2025-06-11,2025-06-18,SHORT_VOL,25150,50,1697.6166918715571,1083.0698994341346,7,IV above RV forecast,max holding period,29203.09167376644
2025-07-01,2025-07-02,SHORT_VOL,25550,50,1660.6790822184594,939.6926339736274,1,IV above RV forecast,vol spread mean reversion,35468.844315411676
2025-07-23,2025-07-24,SHORT_VOL,25200,50,1377.0882067245639,747.5046795577273,1,IV above RV forecast,vol spread mean reversion,30525.892665181145
2025-08-12,2025-08-19,SHORT_VOL,24500,50,1445.452458264248,631.1915791618076,7,IV above RV forecast,max holding period,42436.48351482039
2025-08-26,2025-09-02,SHORT_VOL,24700,50,1346.7002411421017,482.3820043410724,7,IV above RV forecast,max holding period,42430.03163482384
2025-09-08,2025-09-15,SHORT_VOL,24750,50,1418.91182282521,503.5173903978348,7,IV above RV forecast,max holding period,46975.720722109734
2025-09-19,2025-09-26,SHORT_VOL,25350,50,1571.8427894519682,653.9628789833428,7,IV above RV forecast,max holding period,43239.298566722806
2025-10-27,2025-10-29,SHORT_VOL,25950,50,1404.258366908096,706.9383427353241,2,IV above RV forecast,vol spread mean reversion,35067.718034925965
2025-10-31,2025-11-07,SHORT_VOL,25700,50,1685.1631454516846,962.8654051733774,7,IV above RV forecast,max holding period,34842.20360423188
2025-11-21,2025-11-28,SHORT_VOL,26050,50,1511.320362989034,438.0953267911573,7,IV above RV forecast,max holding period,54082.92557835724
2025-12-10,2025-12-16,SHORT_VOL,25750,50,1282.5476819875676,730.8734802311301,6,IV above RV forecast,vol spread mean reversion,27857.722246823723
